value,label
COLORADO_FRANKTOWN,"Colorado, Franktown"
COLORADO_FRASER,"Colorado, Fraser"
COLORADO_FREDERICK,"Colorado, Frederick"
COLORADO_FRISCO,"Colorado, Frisco"
COLORADO_FRUITA,"Colorado, Fruita"
COLORADO_FRUITVALE,"Colorado, Fruitvale"
COLORADO_GARDEN_CITY,"Colorado, Garden City"
COLORADO_GENESEE,"Colorado, Genesee"
COLORADO_GENOA,"Colorado, Genoa"
COLORADO_GEORGETOWN,"Colorado, Georgetown"
COLORADO_GILCREST,"Colorado, Gilcrest"
COLORADO_GLENDALE,"Colorado, Glendale"
COLORADO_GLENEAGLE,"Colorado, Gleneagle"
COLORADO_GLENWOOD_SPRINGS,"Colorado, Glenwood Springs"
COLORADO_GOLDEN,"Colorado, Golden"
COLORADO_GOLD_HILL,"Colorado, Gold Hill"
COLORADO_GRANADA,"Colorado, Granada"
COLORADO_GRANBY,"Colorado, Granby"
COLORADO_GRAND_JUNCTION,"Colorado, Grand Junction"
COLORADO_GRAND_LAKE,"Colorado, Grand Lake"
COLORADO_GRAND_VIEW_ESTATES,"Colorado, Grand View Estates"
COLORADO_GREELEY,"Colorado, Greeley"
COLORADO_GREEN_MOUNTAIN_FALLS,"Colorado, Green Mountain Falls"
COLORADO_GREENWOOD_VILLAGE,"Colorado, Greenwood Village"
COLORADO_GROVER,"Colorado, Grover"
COLORADO_GUNBARREL,"Colorado, Gunbarrel"
COLORADO_GUNNISON,"Colorado, Gunnison"
COLORADO_GYPSUM,"Colorado, Gypsum"
COLORADO_HARTMAN,"Colorado, Hartman"
COLORADO_HASWELL,"Colorado, Haswell"
COLORADO_HAXTUN,"Colorado, Haxtun"
COLORADO_HAYDEN,"Colorado, Hayden"
COLORADO_HERITAGE_HILLS,"Colorado, Heritage Hills"
COLORADO_HIGHLANDS_RANCH,"Colorado, Highlands Ranch"
COLORADO_HILLROSE,"Colorado, Hillrose"
COLORADO_HOLLY,"Colorado, Holly"
COLORADO_HOLYOKE,"Colorado, Holyoke"
COLORADO_HOOPER,"Colorado, Hooper"
COLORADO_HOTCHKISS,"Colorado, Hotchkiss"
COLORADO_HOT_SULPHUR_SPRINGS,"Colorado, Hot Sulphur Springs"
COLORADO_HUDSON,"Colorado, Hudson"
COLORADO_HUGO,"Colorado, Hugo"
COLORADO_IDAHO_SPRINGS,"Colorado, Idaho Springs"
COLORADO_IGNACIO,"Colorado, Ignacio"
COLORADO_ILIFF,"Colorado, Iliff"
COLORADO_INDIAN_HILLS,"Colorado, Indian Hills"
COLORADO_JAMESTOWN,"Colorado, Jamestown"
COLORADO_JOHNSTOWN,"Colorado, Johnstown"
COLORADO_JULESBURG,"Colorado, Julesburg"
COLORADO_KEENESBURG,"Colorado, Keenesburg"
COLORADO_KEN_CARYL,"Colorado, Ken Caryl"
COLORADO_KERSEY,"Colorado, Kersey"
COLORADO_KEYSTONE,"Colorado, Keystone"
COLORADO_KIM,"Colorado, Kim"
COLORADO_KIOWA,"Colorado, Kiowa"
COLORADO_KIT_CARSON,"Colorado, Kit Carson"
COLORADO_KITTREDGE,"Colorado, Kittredge"
COLORADO_KREMMLING,"Colorado, Kremmling"
COLORADO_LAFAYETTE,"Colorado, Lafayette"
COLORADO_LA_JARA,"Colorado, La Jara"
COLORADO_LA_JUNTA,"Colorado, La Junta"
COLORADO_LAKE_CITY,"Colorado, Lake City"
COLORADO_LAKESIDE,"Colorado, Lakeside"
COLORADO_LAKEWOOD,"Colorado, Lakewood"
COLORADO_LAMAR,"Colorado, Lamar"
COLORADO_LAPORTE,"Colorado, Laporte"
COLORADO_LARKSPUR,"Colorado, Larkspur"
COLORADO_LA_SALLE,"Colorado, La Salle"
COLORADO_LAS_ANIMAS,"Colorado, Las Animas"
COLORADO_LA_VETA,"Colorado, La Veta"
COLORADO_LEADVILLE,"Colorado, Leadville"
COLORADO_LEADVILLE_NORTH,"Colorado, Leadville North"
COLORADO_LIMON,"Colorado, Limon"
COLORADO_LINCOLN_PARK,"Colorado, Lincoln Park"
COLORADO_LITTLETON,"Colorado, Littleton"
COLORADO_LOCHBUIE,"Colorado, Lochbuie"
COLORADO_LOGHILL_VILLAGE,"Colorado, Loghill Village"
COLORADO_LOG_LANE_VILLAGE,"Colorado, Log Lane Village"
COLORADO_LONE_TREE,"Colorado, Lone Tree"
COLORADO_LONGMONT,"Colorado, Longmont"
COLORADO_LOUISVILLE,"Colorado, Louisville"
COLORADO_LOUVIERS,"Colorado, Louviers"
COLORADO_LOVELAND,"Colorado, Loveland"
COLORADO_LYONS,"Colorado, Lyons"
COLORADO_MANASSA,"Colorado, Manassa"
COLORADO_MANCOS,"Colorado, Mancos"
COLORADO_MANITOU_SPRINGS,"Colorado, Manitou Springs"
COLORADO_MANZANOLA,"Colorado, Manzanola"
COLORADO_MARBLE,"Colorado, Marble"
COLORADO_MEAD,"Colorado, Mead"
COLORADO_MEEKER,"Colorado, Meeker"
COLORADO_MERIDIAN,"Colorado, Meridian"
COLORADO_MERINO,"Colorado, Merino"
COLORADO_MILLIKEN,"Colorado, Milliken"
COLORADO_MINTURN,"Colorado, Minturn"
COLORADO_MOFFAT,"Colorado, Moffat"
COLORADO_MONTE_VISTA,"Colorado, Monte Vista"
COLORADO_MONTEZUMA,"Colorado, Montezuma"
COLORADO_MONTROSE,"Colorado, Montrose"
COLORADO_MONUMENT,"Colorado, Monument"
COLORADO_MORRISON,"Colorado, Morrison"
COLORADO_MOUNTAIN_VIEW,"Colorado, Mountain View"
COLORADO_MOUNTAIN_VILLAGE,"Colorado, Mountain Village"
COLORADO_MOUNT_CRESTED_BUTTE,"Colorado, Mount Crested Butte"
COLORADO_NATURITA,"Colorado, Naturita"
COLORADO_NEDERLAND,"Colorado, Nederland"
COLORADO_NEW_CASTLE,"Colorado, New Castle"
COLORADO_NIWOT,"Colorado, Niwot"
COLORADO_NORTHGLENN,"Colorado, Northglenn"
COLORADO_NORTH_WASHINGTON,"Colorado, North Washington"
COLORADO_NORWOOD,"Colorado, Norwood"
COLORADO_NUCLA,"Colorado, Nucla"
COLORADO_NUNN,"Colorado, Nunn"
COLORADO_OAK_CREEK,"Colorado, Oak Creek"
COLORADO_OLATHE,"Colorado, Olathe"
COLORADO_OLNEY_SPRINGS,"Colorado, Olney Springs"
COLORADO_OPHIR,"Colorado, Ophir"
COLORADO_ORCHARD_CITY,"Colorado, Orchard City"
COLORADO_ORCHARD_MESA,"Colorado, Orchard Mesa"
COLORADO_ORDWAY,"Colorado, Ordway"
COLORADO_OTIS,"Colorado, Otis"
COLORADO_OURAY,"Colorado, Ouray"
COLORADO_OVID,"Colorado, Ovid"
COLORADO_PADRONI,"Colorado, Padroni"
COLORADO_PAGOSA_SPRINGS,"Colorado, Pagosa Springs"
COLORADO_PALISADE,"Colorado, Palisade"
COLORADO_PALMER_LAKE,"Colorado, Palmer Lake"
COLORADO_PAOLI,"Colorado, Paoli"
COLORADO_PAONIA,"Colorado, Paonia"
COLORADO_PARACHUTE,"Colorado, Parachute"
COLORADO_PARKER,"Colorado, Parker"
COLORADO_PEETZ,"Colorado, Peetz"
COLORADO_PENROSE,"Colorado, Penrose"
COLORADO_PERRY_PARK,"Colorado, Perry Park"
COLORADO_PIERCE,"Colorado, Pierce"
COLORADO_PITKIN,"Colorado, Pitkin"
COLORADO_PLATTEVILLE,"Colorado, Platteville"
COLORADO_PONCHA_SPRINGS,"Colorado, Poncha Springs"
COLORADO_PONDEROSA_PARK,"Colorado, Ponderosa Park"
COLORADO_PRITCHETT,"Colorado, Pritchett"
COLORADO_PUEBLO,"Colorado, Pueblo"
COLORADO_PUEBLO_WEST,"Colorado, Pueblo West"
COLORADO_RAMAH,"Colorado, Ramah"
COLORADO_RANGELY,"Colorado, Rangely"
COLORADO_RAYMER,"Colorado, Raymer"
COLORADO_RED_CLIFF,"Colorado, Red Cliff"
COLORADO_RED_FEATHER_LAKES,"Colorado, Red Feather Lakes"
COLORADO_REDLANDS,"Colorado, Redlands"
COLORADO_RICO,"Colorado, Rico"
COLORADO_RIDGWAY,"Colorado, Ridgway"
COLORADO_RIFLE,"Colorado, Rifle"
COLORADO_ROCKVALE,"Colorado, Rockvale"
COLORADO_ROCKY_FORD,"Colorado, Rocky Ford"
COLORADO_ROMEO,"Colorado, Romeo"
COLORADO_ROXBOROUGH_PARK,"Colorado, Roxborough Park"
COLORADO_RYE,"Colorado, Rye"
COLORADO_SAGUACHE,"Colorado, Saguache"
COLORADO_ST__MARY_S,"Colorado, St. Mary's"
COLORADO_SALIDA,"Colorado, Salida"
COLORADO_SALT_CREEK,"Colorado, Salt Creek"
COLORADO_SANFORD,"Colorado, Sanford"
COLORADO_SAN_LUIS,"Colorado, San Luis"
COLORADO_SAWPIT,"Colorado, Sawpit"
COLORADO_SECURITY_WIDEFIELD,"Colorado, Security-Widefield"
COLORADO_SEDALIA,"Colorado, Sedalia"
COLORADO_SEDGWICK,"Colorado, Sedgwick"
COLORADO_SEIBERT,"Colorado, Seibert"
COLORADO_SEVERANCE,"Colorado, Severance"
COLORADO_SHERIDAN,"Colorado, Sheridan"
COLORADO_SHERIDAN_LAKE,"Colorado, Sheridan Lake"
COLORADO_SHERRELWOOD,"Colorado, Sherrelwood"
COLORADO_SILT,"Colorado, Silt"
COLORADO_SILVER_CLIFF,"Colorado, Silver Cliff"
COLORADO_SILVER_PLUME,"Colorado, Silver Plume"
COLORADO_SILVERTHORNE,"Colorado, Silverthorne"
COLORADO_SILVERTON,"Colorado, Silverton"
COLORADO_SIMLA,"Colorado, Simla"
COLORADO_SNOWMASS_VILLAGE,"Colorado, Snowmass Village"
COLORADO_SOUTH_FORK,"Colorado, South Fork"
COLORADO_SOUTHGLENN,"Colorado, Southglenn"
COLORADO_SPRINGFIELD,"Colorado, Springfield"
COLORADO_STARKVILLE,"Colorado, Starkville"
COLORADO_STEAMBOAT_SPRINGS,"Colorado, Steamboat Springs"
COLORADO_STERLING,"Colorado, Sterling"
COLORADO_STONEGATE,"Colorado, Stonegate"
COLORADO_STRASBURG,"Colorado, Strasburg"
COLORADO_STRATMOOR,"Colorado, Stratmoor"
COLORADO_STRATTON,"Colorado, Stratton"
COLORADO_SUGAR_CITY,"Colorado, Sugar City"
COLORADO_SUPERIOR,"Colorado, Superior"
COLORADO_SWINK,"Colorado, Swink"
COLORADO_TABERNASH,"Colorado, Tabernash"
COLORADO_TELLURIDE,"Colorado, Telluride"
COLORADO_THE_PINERY,"Colorado, The Pinery"
COLORADO_THORNTON,"Colorado, Thornton"
COLORADO_TIMNATH,"Colorado, Timnath"
COLORADO_TODD_CREEK,"Colorado, Todd Creek"
COLORADO_TOWAOC,"Colorado, Towaoc"
COLORADO_TRINIDAD,"Colorado, Trinidad"
COLORADO_TWIN_LAKES,"Colorado, Twin Lakes"
COLORADO_TWO_BUTTES,"Colorado, Two Buttes"
COLORADO_VAIL,"Colorado, Vail"
COLORADO_VICTOR,"Colorado, Victor"
COLORADO_VILAS,"Colorado, Vilas"
COLORADO_VONA,"Colorado, Vona"
COLORADO_WALDEN,"Colorado, Walden"
COLORADO_WALSENBURG,"Colorado, Walsenburg"
COLORADO_WALSH,"Colorado, Walsh"
COLORADO_WARD,"Colorado, Ward"
COLORADO_WELBY,"Colorado, Welby"
COLORADO_WELLINGTON,"Colorado, Wellington"
COLORADO_WESTCLIFFE,"Colorado, Westcliffe"
COLORADO_WESTCREEK,"Colorado, Westcreek"
COLORADO_WESTMINSTER,"Colorado, Westminster"
COLORADO_WEST_PLEASANT_VIEW,"Colorado, West Pleasant View"
COLORADO_WHEAT_RIDGE,"Colorado, Wheat Ridge"
COLORADO_WIGGINS,"Colorado, Wiggins"
COLORADO_WILEY,"Colorado, Wiley"
COLORADO_WILLIAMSBURG,"Colorado, Williamsburg"
COLORADO_WINDSOR,"Colorado, Windsor"
COLORADO_WINTER_PARK,"Colorado, Winter Park"
COLORADO_WOODLAND_PARK,"Colorado, Woodland Park"
COLORADO_WOODMOOR,"Colorado, Woodmoor"
COLORADO_WRAY,"Colorado, Wray"
COLORADO_YAMPA,"Colorado, Yampa"
COLORADO_YUMA,"Colorado, Yuma"
CONNECTICUT_ANSONIA,"Connecticut, Ansonia"
CONNECTICUT_BANTAM,"Connecticut, Bantam"
CONNECTICUT_BETHEL,"Connecticut, Bethel"
CONNECTICUT_BETHLEHEM_VILLAGE,"Connecticut, Bethlehem Village"
CONNECTICUT_BLUE_HILLS,"Connecticut, Blue Hills"
CONNECTICUT_BRANFORD_CENTER,"Connecticut, Branford Center"
CONNECTICUT_BRIDGEPORT,"Connecticut, Bridgeport"
CONNECTICUT_BRISTOL,"Connecticut, Bristol"
CONNECTICUT_BROAD_BROOK,"Connecticut, Broad Brook"
CONNECTICUT_CANAAN,"Connecticut, Canaan"
CONNECTICUT_CANTON_VALLEY,"Connecticut, Canton Valley"
CONNECTICUT_CENTRAL_MANCHESTER,"Connecticut, Central Manchester"
CONNECTICUT_CENTRAL_SOMERS,"Connecticut, Central Somers"
CONNECTICUT_CENTRAL_WATERFORD,"Connecticut, Central Waterford"
CONNECTICUT_CHESHIRE_VILLAGE,"Connecticut, Cheshire Village"
CONNECTICUT_CHESTER_CENTER,"Connecticut, Chester Center"
CONNECTICUT_CLINTON,"Connecticut, Clinton"
CONNECTICUT_COLLINSVILLE,"Connecticut, Collinsville"
CONNECTICUT_CONNING_TOWERS_NAUTILUS_PARK,"Connecticut, Conning Towers-Nautilus Park"
CONNECTICUT_COVENTRY_LAKE,"Connecticut, Coventry Lake"
CONNECTICUT_CRYSTAL_LAKE,"Connecticut, Crystal Lake"
CONNECTICUT_DANBURY,"Connecticut, Danbury"
CONNECTICUT_DANIELSON,"Connecticut, Danielson"
CONNECTICUT_DARIEN,"Connecticut, Darien"
CONNECTICUT_DEEP_RIVER_CENTER,"Connecticut, Deep River Center"
CONNECTICUT_DERBY,"Connecticut, Derby"
CONNECTICUT_DURHAM,"Connecticut, Durham"
CONNECTICUT_EAST_BROOKLYN,"Connecticut, East Brooklyn"
CONNECTICUT_EAST_HAMPTON,"Connecticut, East Hampton"
CONNECTICUT_EAST_HARTFORD,"Connecticut, East Hartford"
CONNECTICUT_EAST_HAVEN,"Connecticut, East Haven"
CONNECTICUT_ESSEX_VILLAGE,"Connecticut, Essex Village"
CONNECTICUT_FENWICK,"Connecticut, Fenwick"
CONNECTICUT_GEORGETOWN,"Connecticut, Georgetown"
CONNECTICUT_GLASTONBURY_CENTER,"Connecticut, Glastonbury Center"
CONNECTICUT_GROTON,"Connecticut, Groton"
CONNECTICUT_GROTON_LONG_POINT,"Connecticut, Groton Long Point"
CONNECTICUT_GUILFORD_CENTER,"Connecticut, Guilford Center"
CONNECTICUT_HARTFORD,"Connecticut, Hartford"
CONNECTICUT_HAZARDVILLE,"Connecticut, Hazardville"
CONNECTICUT_HERITAGE_VILLAGE,"Connecticut, Heritage Village"
CONNECTICUT_HIGGANUM,"Connecticut, Higganum"
CONNECTICUT_JEWETT_CITY,"Connecticut, Jewett City"
CONNECTICUT_KENSINGTON,"Connecticut, Kensington"
CONNECTICUT_LAKE_POCOTOPAUG,"Connecticut, Lake Pocotopaug"
CONNECTICUT_LITCHFIELD,"Connecticut, Litchfield"
CONNECTICUT_LONG_HILL,"Connecticut, Long Hill"
CONNECTICUT_MADISON_CENTER,"Connecticut, Madison Center"
CONNECTICUT_MANSFIELD_CENTER,"Connecticut, Mansfield Center"
CONNECTICUT_MERIDEN,"Connecticut, Meriden"
CONNECTICUT_MIDDLETOWN,"Connecticut, Middletown"
CONNECTICUT_MILFORD_CITY,"Connecticut, Milford city"
CONNECTICUT_MOODUS,"Connecticut, Moodus"
CONNECTICUT_MOOSUP,"Connecticut, Moosup"
CONNECTICUT_MYSTIC,"Connecticut, Mystic"
CONNECTICUT_NAUGATUCK,"Connecticut, Naugatuck"
CONNECTICUT_NEW_BRITAIN,"Connecticut, New Britain"
CONNECTICUT_NEW_HARTFORD_CENTER,"Connecticut, New Hartford Center"
CONNECTICUT_NEW_HAVEN,"Connecticut, New Haven"
CONNECTICUT_NEWINGTON,"Connecticut, Newington"
CONNECTICUT_NEW_LONDON,"Connecticut, New London"
CONNECTICUT_NEW_MILFORD,"Connecticut, New Milford"
CONNECTICUT_NEW_PRESTON,"Connecticut, New Preston"
CONNECTICUT_NEWTOWN,"Connecticut, Newtown"
CONNECTICUT_NIANTIC,"Connecticut, Niantic"
CONNECTICUT_NOANK,"Connecticut, Noank"
CONNECTICUT_NORTH_GRANBY,"Connecticut, North Granby"
CONNECTICUT_NORTH_GROSVENOR_DALE,"Connecticut, North Grosvenor Dale"
CONNECTICUT_NORTH_HAVEN,"Connecticut, North Haven"
CONNECTICUT_NORTHWEST_HARWINTON,"Connecticut, Northwest Harwinton"
CONNECTICUT_NORWALK,"Connecticut, Norwalk"
CONNECTICUT_NORWICH,"Connecticut, Norwich"
CONNECTICUT_OAKVILLE,"Connecticut, Oakville"
CONNECTICUT_OLD_MYSTIC,"Connecticut, Old Mystic"
CONNECTICUT_OLD_SAYBROOK_CENTER,"Connecticut, Old Saybrook Center"
CONNECTICUT_ORANGE,"Connecticut, Orange"
CONNECTICUT_OXOBOXO_RIVER,"Connecticut, Oxoboxo River"
CONNECTICUT_PAWCATUCK,"Connecticut, Pawcatuck"
CONNECTICUT_PLAINFIELD_VILLAGE,"Connecticut, Plainfield Village"
CONNECTICUT_POQUONOCK_BRIDGE,"Connecticut, Poquonock Bridge"
CONNECTICUT_PORTLAND,"Connecticut, Portland"
CONNECTICUT_PUTNAM_DISTRICT,"Connecticut, Putnam District"
CONNECTICUT_QUINEBAUG,"Connecticut, Quinebaug"
CONNECTICUT_RIDGEFIELD,"Connecticut, Ridgefield"
CONNECTICUT_ROCKVILLE,"Connecticut, Rockville"
CONNECTICUT_SALMON_BROOK,"Connecticut, Salmon Brook"
CONNECTICUT_SAYBROOK_MANOR,"Connecticut, Saybrook Manor"
CONNECTICUT_SHELTON,"Connecticut, Shelton"
CONNECTICUT_SHERWOOD_MANOR,"Connecticut, Sherwood Manor"
CONNECTICUT_SIMSBURY_CENTER,"Connecticut, Simsbury Center"
CONNECTICUT_SOUTH_COVENTRY,"Connecticut, South Coventry"
CONNECTICUT_SOUTH_WINDHAM,"Connecticut, South Windham"
CONNECTICUT_SOUTHWOOD_ACRES,"Connecticut, Southwood Acres"
CONNECTICUT_SOUTH_WOODSTOCK,"Connecticut, South Woodstock"
CONNECTICUT_STAMFORD,"Connecticut, Stamford"
CONNECTICUT_STONINGTON,"Connecticut, Stonington"
CONNECTICUT_STORRS,"Connecticut, Storrs"
CONNECTICUT_STRATFORD,"Connecticut, Stratford"
CONNECTICUT_SUFFIELD_DEPOT,"Connecticut, Suffield Depot"
CONNECTICUT_TARIFFVILLE,"Connecticut, Tariffville"
CONNECTICUT_TERRAMUGGUS,"Connecticut, Terramuggus"
CONNECTICUT_TERRYVILLE,"Connecticut, Terryville"
CONNECTICUT_THOMPSONVILLE,"Connecticut, Thompsonville"
CONNECTICUT_TORRINGTON,"Connecticut, Torrington"
CONNECTICUT_TRUMBULL,"Connecticut, Trumbull"
CONNECTICUT_WALLINGFORD_CENTER,"Connecticut, Wallingford Center"
CONNECTICUT_WATERBURY,"Connecticut, Waterbury"
CONNECTICUT_WAUREGAN,"Connecticut, Wauregan"
CONNECTICUT_WEATOGUE,"Connecticut, Weatogue"
CONNECTICUT_WESTBROOK_CENTER,"Connecticut, Westbrook Center"
CONNECTICUT_WEST_HARTFORD,"Connecticut, West Hartford"
CONNECTICUT_WEST_HAVEN,"Connecticut, West Haven"
CONNECTICUT_WESTPORT,"Connecticut, Westport"
CONNECTICUT_WEST_SIMSBURY,"Connecticut, West Simsbury"
CONNECTICUT_WETHERSFIELD,"Connecticut, Wethersfield"
CONNECTICUT_WILLIMANTIC,"Connecticut, Willimantic"
CONNECTICUT_WINDSOR_LOCKS,"Connecticut, Windsor Locks"
CONNECTICUT_WINSTED,"Connecticut, Winsted"
CONNECTICUT_WOODBURY_CENTER,"Connecticut, Woodbury Center"
CONNECTICUT_WOODMONT,"Connecticut, Woodmont"
DELAWARE_ARDEN,"Delaware, Arden"
DELAWARE_ARDENCROFT,"Delaware, Ardencroft"
DELAWARE_ARDENTOWN,"Delaware, Ardentown"
DELAWARE_BEAR,"Delaware, Bear"
DELAWARE_BELLEFONTE,"Delaware, Bellefonte"
DELAWARE_BETHANY_BEACH,"Delaware, Bethany Beach"
DELAWARE_BETHEL,"Delaware, Bethel"
DELAWARE_BLADES,"Delaware, Blades"
DELAWARE_BOWERS,"Delaware, Bowers"
DELAWARE_BRIDGEVILLE,"Delaware, Bridgeville"
DELAWARE_BROOKSIDE,"Delaware, Brookside"
DELAWARE_CAMDEN,"Delaware, Camden"
DELAWARE_CHESWOLD,"Delaware, Cheswold"
DELAWARE_CLAYMONT,"Delaware, Claymont"
DELAWARE_CLAYTON,"Delaware, Clayton"
DELAWARE_DAGSBORO,"Delaware, Dagsboro"
DELAWARE_DELAWARE_CITY,"Delaware, Delaware City"
DELAWARE_DELMAR,"Delaware, Delmar"
DELAWARE_DEWEY_BEACH,"Delaware, Dewey Beach"
DELAWARE_DOVER,"Delaware, Dover"
DELAWARE_DOVER_BASE_HOUSING,"Delaware, Dover Base Housing"
DELAWARE_EDGEMOOR,"Delaware, Edgemoor"
DELAWARE_ELLENDALE,"Delaware, Ellendale"
DELAWARE_ELSMERE,"Delaware, Elsmere"
DELAWARE_FARMINGTON,"Delaware, Farmington"
DELAWARE_FELTON,"Delaware, Felton"
DELAWARE_FENWICK_ISLAND,"Delaware, Fenwick Island"
DELAWARE_FRANKFORD,"Delaware, Frankford"
DELAWARE_FREDERICA,"Delaware, Frederica"
DELAWARE_GEORGETOWN,"Delaware, Georgetown"
DELAWARE_GLASGOW,"Delaware, Glasgow"
DELAWARE_GREENVILLE,"Delaware, Greenville"
DELAWARE_GREENWOOD,"Delaware, Greenwood"
DELAWARE_HARRINGTON,"Delaware, Harrington"
DELAWARE_HARTLY,"Delaware, Hartly"
DELAWARE_HENLOPEN_ACRES,"Delaware, Henlopen Acres"
DELAWARE_HIGHLAND_ACRES,"Delaware, Highland Acres"
DELAWARE_HOCKESSIN,"Delaware, Hockessin"
DELAWARE_HOUSTON,"Delaware, Houston"
DELAWARE_KENT_ACRES,"Delaware, Kent Acres"
DELAWARE_KENTON,"Delaware, Kenton"
DELAWARE_LAUREL,"Delaware, Laurel"
DELAWARE_LEIPSIC,"Delaware, Leipsic"
DELAWARE_LEWES,"Delaware, Lewes"
DELAWARE_LITTLE_CREEK,"Delaware, Little Creek"
DELAWARE_LONG_NECK,"Delaware, Long Neck"
DELAWARE_MAGNOLIA,"Delaware, Magnolia"
DELAWARE_MIDDLETOWN,"Delaware, Middletown"
DELAWARE_MILFORD,"Delaware, Milford"
DELAWARE_MILLSBORO,"Delaware, Millsboro"
DELAWARE_MILLVILLE,"Delaware, Millville"
DELAWARE_MILTON,"Delaware, Milton"
DELAWARE_NEWARK,"Delaware, Newark"
DELAWARE_NEW_CASTLE,"Delaware, New Castle"
DELAWARE_NEWPORT,"Delaware, Newport"
DELAWARE_NORTH_STAR,"Delaware, North Star"
DELAWARE_OCEAN_VIEW,"Delaware, Ocean View"
DELAWARE_ODESSA,"Delaware, Odessa"
DELAWARE_PIKE_CREEK,"Delaware, Pike Creek"
DELAWARE_REHOBOTH_BEACH,"Delaware, Rehoboth Beach"
DELAWARE_RISING_SUN_LEBANON,"Delaware, Rising Sun-Lebanon"
DELAWARE_RIVERVIEW,"Delaware, Riverview"
DELAWARE_RODNEY_VILLAGE,"Delaware, Rodney Village"
DELAWARE_SEAFORD,"Delaware, Seaford"
DELAWARE_SELBYVILLE,"Delaware, Selbyville"
DELAWARE_SLAUGHTER_BEACH,"Delaware, Slaughter Beach"
DELAWARE_SMYRNA,"Delaware, Smyrna"
DELAWARE_SOUTH_BETHANY,"Delaware, South Bethany"
DELAWARE_TOWNSEND,"Delaware, Townsend"
DELAWARE_VIOLA,"Delaware, Viola"
DELAWARE_WILMINGTON,"Delaware, Wilmington"
DELAWARE_WILMINGTON_MANOR,"Delaware, Wilmington Manor"
DELAWARE_WOODSIDE,"Delaware, Woodside"
DELAWARE_WOODSIDE_EAST,"Delaware, Woodside East"
DELAWARE_WYOMING,"Delaware, Wyoming"
DISTRICT_OF_COLUMBIA_WASHINGTON,"District of Columbia, Washington"
FLORIDA_ALACHUA,"Florida, Alachua"
FLORIDA_ALFORD,"Florida, Alford"
FLORIDA_ALTAMONTE_SPRINGS,"Florida, Altamonte Springs"
FLORIDA_ALTHA,"Florida, Altha"
FLORIDA_ALTOONA,"Florida, Altoona"
FLORIDA_ALVA,"Florida, Alva"
FLORIDA_ANDOVER,"Florida, Andover"
FLORIDA_ANDREWS,"Florida, Andrews"
FLORIDA_ANNA_MARIA,"Florida, Anna Maria"
FLORIDA_APALACHICOLA,"Florida, Apalachicola"
FLORIDA_APOLLO_BEACH,"Florida, Apollo Beach"
FLORIDA_APOPKA,"Florida, Apopka"
FLORIDA_ARCADIA,"Florida, Arcadia"
FLORIDA_ARCHER,"Florida, Archer"
FLORIDA_ASBURY_LAKE,"Florida, Asbury Lake"
FLORIDA_ASTATULA,"Florida, Astatula"
FLORIDA_ASTOR,"Florida, Astor"
FLORIDA_ATLANTIC_BEACH,"Florida, Atlantic Beach"
FLORIDA_ATLANTIS,"Florida, Atlantis"
FLORIDA_AUBURNDALE,"Florida, Auburndale"
FLORIDA_AVENTURA,"Florida, Aventura"
FLORIDA_AVON_PARK,"Florida, Avon Park"
FLORIDA_AZALEA_PARK,"Florida, Azalea Park"
FLORIDA_BABSON_PARK,"Florida, Babson Park"
FLORIDA_BAGDAD,"Florida, Bagdad"
FLORIDA_BALDWIN,"Florida, Baldwin"
FLORIDA_BAL_HARBOUR,"Florida, Bal Harbour"
FLORIDA_BARTOW,"Florida, Bartow"
FLORIDA_BASCOM,"Florida, Bascom"
FLORIDA_BAY_HARBOR_ISLANDS,"Florida, Bay Harbor Islands"
FLORIDA_BAY_HILL,"Florida, Bay Hill"
FLORIDA_BAY_LAKE,"Florida, Bay Lake"
FLORIDA_BAYONET_POINT,"Florida, Bayonet Point"
FLORIDA_BAY_PINES,"Florida, Bay Pines"
FLORIDA_BAYPORT,"Florida, Bayport"
FLORIDA_BAYSHORE_GARDENS,"Florida, Bayshore Gardens"
FLORIDA_BEACON_SQUARE,"Florida, Beacon Square"
FLORIDA_BEE_RIDGE,"Florida, Bee Ridge"
FLORIDA_BELL,"Florida, Bell"
FLORIDA_BELLAIR_MEADOWBROOK_TERRACE,"Florida, Bellair-Meadowbrook Terrace"
FLORIDA_BELLEAIR,"Florida, Belleair"
FLORIDA_BELLEAIR_BEACH,"Florida, Belleair Beach"
FLORIDA_BELLEAIR_BLUFFS,"Florida, Belleair Bluffs"
FLORIDA_BELLEAIR_SHORE,"Florida, Belleair Shore"
FLORIDA_BELLE_GLADE,"Florida, Belle Glade"
FLORIDA_BELLE_GLADE_CAMP,"Florida, Belle Glade Camp"
FLORIDA_BELLE_ISLE,"Florida, Belle Isle"
FLORIDA_BELLEVIEW,"Florida, Belleview"
FLORIDA_BELLVIEW,"Florida, Bellview"
FLORIDA_BEVERLY_BEACH,"Florida, Beverly Beach"
FLORIDA_BEVERLY_HILLS,"Florida, Beverly Hills"
FLORIDA_BIG_COPPITT_KEY,"Florida, Big Coppitt Key"
FLORIDA_BIG_PINE_KEY,"Florida, Big Pine Key"
FLORIDA_BISCAYNE_PARK,"Florida, Biscayne Park"
FLORIDA_BITHLO,"Florida, Bithlo"
FLORIDA_BLACK_DIAMOND,"Florida, Black Diamond"
FLORIDA_BLOOMINGDALE,"Florida, Bloomingdale"
